date,lat,lon,alt,temperature,pressure,humidity,light,ir_light,uv_light,mq3,mq135,mq7,mq4
1433896082126,48.245404167,16.4302615,159.2,20.9,1007.43,,,,,29,62,84,56
1433896082331,48.245404167,16.4302615,159.2,20.9,1007.42,,,,,29,61,84,56
1433896082538,48.245404167,16.4302615,159.2,20.9,1007.4,,,,,29,61,84,56
1433896082744,48.2454175,16.430274667,159.3,21,1007.4,,,,,29,61,84,56
1433896082950,48.2454175,16.430274667,159.3,21,1007.46,,,,,29,62,84,56
1433896083156,48.2454175,16.430274667,159.3,20.9,1007.39,,,,,29,62,84,56
1433896083362,48.2454175,16.430274667,159.3,21,1007.42,,,,,29,61,84,56
1433896083568,48.2454175,16.430274667,159.3,21,1007.48,,,,,29,62,84,56
1433896083774,48.2454275,16.430287167,159.2,21,1007.46,,,,,29,61,84,56
1433896083979,48.2454275,16.430287167,159.2,21,1007.48,,,,,29,61,84,56
1433896084186,48.2454275,16.430287167,159.2,21,1007.42,,,,,29,61,84,56
1433896084392,48.2454275,16.430287167,159.2,21,1007.44,,,,,29,61,84,56
1433896084598,48.2454275,16.430287167,159.2,21,1007.46,,,,,29,61,84,56
1433896084804,48.245444,16.430295333,160.4,21,1007.6,,,,,29,61,84,55
1433896085009,48.245444,16.430295333,160.4,20.9,1007.34,,,,,29,61,84,55
1433896085215,48.245444,16.430295333,160.4,21,1007.35,,,,,29,61,84,55
1433896085421,48.245444,16.430295333,160.4,21,1007.53,,,,,29,61,83,55
1433896085628,48.245444,16.430295333,160.4,21,1007.57,,,,,29,61,83,55
1433896085834,48.245466167,16.430306167,160.6,20.9,1007.54,,,,,29,61,84,55
1433896086039,48.245466167,16.430306167,160.6,20.9,1007.45,,,,,29,61,83,55
1433896086245,48.245466167,16.430306167,160.6,20.9,1007.47,,,,,29,61,83,55
1433896086450,48.245466167,16.430306167,160.6,20.9,1007.44,,,,,29,61,83,55
1433896086655,48.2454825,16.430316667,160.1,20.9,1007.47,,,,,29,61,84,55
1433896086861,48.2454825,16.430316667,160.1,20.9,1007.49,,,,,29,61,83,55
1433896087066,48.2454825,16.430316667,160.1,20.9,1007.35,,,,,29,61,83,55
1433896087272,48.2454825,16.430316667,160.1,20.9,1007.49,,,,,29,61,83,55
1433896087479,48.2454825,16.430316667,160.1,20.9,1007.49,,,,,29,61,83,55
1433896087685,48.245495833,16.430325333,160.6,20.9,1007.45,,,,,29,61,83,55
1433896087891,48.245495833,16.430325333,160.6,20.9,1007.48,,,,,29,61,83,55
1433896088097,48.245495833,16.430325333,160.6,20.9,1007.5,,,,,29,61,83,55
1433896088302,48.245495833,16.430325333,160.6,20.7,1006.72,,,,,30,61,83,55
1433896088509,48.245495833,16.430325333,160.6,20.9,1006.64,,,,,30,60,83,55
1433896088714,48.245502833,16.430335167,160.5,20.9,1007.54,,,,,30,61,83,55
1433896088921,48.245502833,16.430335167,160.5,20.9,1007.25,,,,,30,61,83,54
1433896089127,48.245502833,16.430335167,160.5,20.4,1007.36,,,,,30,61,83,54
1433896089333,48.245502833,16.430335167,160.5,20.9,1005.82,,,,,30,61,83,54
1433896089539,48.245502833,16.430335167,160.5,20.9,1007,,,,,30,61,83,54
1433896089745,48.245520333,16.430344667,161,21,1007.29,,,,,30,61,83,54
1433896089950,48.245520333,16.430344667,161,21,1007.22,,,,,30,61,83,54
1433896090155,48.245520333,16.430344667,161,21,1007.19,,,,,30,61,83,54
1433896090360,48.245520333,16.430344667,161,21,1007.36,,,,,30,61,83,54
1433896090566,48.245520333,16.430344667,161,21,1007.36,,,,,30,61,83,54
1433896090772,48.245531833,16.430357333,161,21,1007.33,,,,,30,61,83,54
1433896090977,48.245531833,16.430357333,161,21,1007.3,,,,,30,61,83,54
1433896091182,48.245531833,16.430357333,161,20.4,1007.5,,,,,30,61,83,54
1433896091388,48.245531833,16.430357333,161,20,1004.61,,,,,30,61,83,54
1433896091595,48.245531833,16.430357333,161,20.1,1004.44,,,,,30,61,83,54
1433896091802,48.2455455,16.430378833,160.7,20.1,1004.59,,,,,30,61,83,54
1433896092010,48.2455455,16.430378833,160.7,20.2,1004.42,,,,,30,61,83,54
1433896092216,48.2455455,16.430378833,160.7,20.3,1004.35,,,,,30,61,83,54
1433896092421,48.2455455,16.430378833,160.7,20.4,1004.63,,,,,30,60,83,54
1433896092628,48.2455455,16.430378833,160.7,20.5,1004.65,,,,,30,60,83,54
1433896092835,48.245560833,16.430393167,161,20.5,1004.77,,,,,30,61,83,54
1433896093040,48.245560833,16.430393167,161,20.5,1004.68,,,,,30,61,83,54
1433896093246,48.245560833,16.430393167,161,20.6,1004.58,,,,,30,61,83,54
1433896093452,48.245560833,16.430393167,161,20.6,1004.61,,,,,30,61,83,54
1433896093658,48.245569833,16.430410833,161.4,20.7,1004.64,,,,,30,61,83,54
1433896093864,48.245569833,16.430410833,161.4,20.7,1004.57,,,,,30,61,83,54
1433896094069,48.245569833,16.430410833,161.4,20.8,1004.63,,,,,30,61,83,54
1433896094275,48.245569833,16.430410833,161.4,20.9,1004.57,,,,,30,61,83,54
1433896094481,48.245569833,16.430410833,161.4,20.9,1004.66,,,,,30,61,83,54
1433896094686,48.245577833,16.430430833,161.8,20.9,1004.55,,,,,30,61,83,53
1433896094892,48.245577833,16.430430833,161.8,21,1004.72,,,,,30,61,83,54
1433896095098,48.245577833,16.430430833,161.8,21,1004.75,,,,,30,61,83,53
1433896095303,48.245577833,16.430430833,161.8,21,1004.58,,,,,30,61,83,54
1433896095508,48.245577833,16.430430833,161.8,21.1,1004.48,,,,,30,61,83,53
1433896095714,48.245582333,16.430448833,162,21.1,1004.46,,,,,30,61,83,53
1433896095920,48.245582333,16.430448833,162,21.2,1004.57,,,,,30,61,83,53
1433896096126,48.245582333,16.430448833,162,21.2,1004.69,,,,,30,61,83,53
1433896096332,48.245582333,16.430448833,162,21.3,1004.5,,,,,30,61,83,53
1433896096538,48.245582333,16.430448833,162,21.3,1004.47,,,,,30,61,83,53
1433896096743,48.245593,16.4304635,162.6,21.4,1004.68,,,,,30,61,83,53
1433896096949,48.245593,16.4304635,162.6,21.4,1004.82,,,,,30,61,83,53
1433896097155,48.245593,16.4304635,162.6,21.4,1004.61,,,,,30,61,83,53
1433896097360,48.245593,16.4304635,162.6,21.5,1004.55,,,,,30,61,83,53
1433896097567,48.245593,16.4304635,162.6,21.5,1004.37,,,,,30,61,83,53
1433896097772,48.2456025,16.430479167,162.8,21.6,1004.37,,,,,30,61,83,53
1433896097979,48.2456025,16.430479167,162.8,21.6,1004.45,,,,,30,61,84,53
1433896098185,48.2456025,16.430479167,162.8,21.6,1004.61,,,,,30,61,83,53
1433896098391,48.2456025,16.430479167,162.8,22.7,1004.11,,,,,30,61,83,53
1433896098596,48.2456025,16.430479167,162.8,22.7,1007.07,,,,,30,61,83,53
1433896098801,48.245611333,16.4304875,162.3,22.7,1007.23,,,,,30,61,83,53
1433896099006,48.245611333,16.4304875,162.3,22.7,1007.21,,,,,30,61,83,53
1433896099211,48.245611333,16.4304875,162.3,22.7,1007.2,,,,,30,61,83,53
1433896099416,48.245611333,16.4304875,162.3,22.6,1007.28,,,,,30,61,83,53
1433896099622,48.245611333,16.4304875,162.3,22.6,1007.2,,,,,30,61,83,53
1433896099828,48.245622333,16.430494167,162.5,22.6,1007.18,,,,,30,61,83,52
1433896100034,48.245622333,16.430494167,162.5,22.6,1007.23,,,,,30,60,83,52
1433896100240,48.245622333,16.430494167,162.5,22.6,1007.19,,,,,30,60,83,52
1433896100446,48.245622333,16.430494167,162.5,22.6,1007.24,,,,,30,60,83,52
1433896100652,48.2456295,16.430499333,162.4,22.6,1007.3,,,,,30,60,83,52
1433896100857,48.2456295,16.430499333,162.4,22.6,1007.32,,,,,30,60,83,52
1433896101063,48.2456295,16.430499333,162.4,22.6,1007.05,,,,,30,60,83,52
1433896101268,48.2456295,16.430499333,162.4,22.6,1007.13,,,,,30,60,83,52
1433896101474,48.2456295,16.430499333,162.4,22.6,1007.28,,,,,30,60,83,52
1433896101680,48.2456305,16.430497,162.8,22.6,1007.32,,,,,30,60,83,52
1433896101885,48.2456305,16.430497,162.8,22.5,1007.31,,,,,30,60,83,52
1433896102089,48.2456305,16.430497,162.8,22.5,1007.13,,,,,30,60,83,52
1433896102294,48.2456305,16.430497,162.8,22.5,1007.18,,,,,30,60,83,52
1433896102499,48.2456305,16.430497,162.8,22.5,1007.2,,,,,30,60,83,52
1433896102705,48.245631333,16.430498667,162.8,22.5,1007.22,,,,,30,60,83,52
1433896102911,48.245631333,16.430498667,162.8,22.5,1007.24,,,,,30,60,83,52
1433896103116,48.245631333,16.430498667,162.8,22.4,1007.34,,,,,30,60,83,52
1433896103322,48.245631333,16.430498667,162.8,22.4,1007.3,,,,,30,60,83,52
1433896103529,48.245631333,16.430498667,162.8,22.4,1007.48,,,,,30,60,83,52
1433896103735,48.245639333,16.4305035,162.7,22.3,1007.32,,,,,30,60,83,52
1433896103941,48.245639333,16.4305035,162.7,22.3,1007.2,,,,,30,60,83,52
1433896104146,48.245639333,16.4305035,162.7,22.2,1007.03,,,,,30,60,83,52
1433896104352,48.245639333,16.4305035,162.7,22.1,1007.01,,,,,30,60,83,52
1433896104558,48.245639333,16.4305035,162.7,22.1,1006.85,,,,,30,59,83,52
1433896104764,48.245630833,16.430494333,162.6,22.1,1006.94,,,,,30,60,83,51
1433896104970,48.245630833,16.430494333,162.6,22.1,1006.91,,,,,30,60,83,52
1433896105176,48.245630833,16.430494333,162.6,21.6,1005.77,,,,,30,60,83,52
1433896105381,48.245630833,16.430494333,162.6,20.1,1005.92,,,,,30,60,83,51
1433896105587,48.245623667,16.430487,161.9,20.1,1001.4,,,,,30,60,83,51
1433896105793,48.245623667,16.430487,161.9,20.1,1001.3,,,,,30,60,83,51
1433896106000,48.245623667,16.430487,161.9,20,1001.15,,,,,30,60,83,52
1433896106206,48.245623667,16.430487,161.9,20.1,1000.91,,,,,30,60,83,52
1433896106417,48.245623667,16.430487,161.9,20,1000.86,,,,,30,59,83,51
1433896106629,48.245626333,16.430493333,162.3,20,1001.36,,,,,29,59,83,51
1433896106835,48.245626333,16.430493333,162.3,20.1,1001.18,,,,,30,60,83,51
1433896107041,48.245626333,16.430493333,162.3,20,1001.46,,,,,30,59,83,51
1433896107246,48.245626333,16.430493333,162.3,19.7,1001.03,,,,,30,59,83,51
1433896107451,48.245626333,16.430493333,162.3,19.8,1000.32,,,,,30,59,83,51
1433896107657,48.245623,16.4305,162.4,20.1,1000.16,,,,,30,59,83,51
1433896107863,48.245623,16.4305,162.4,20,1001.33,,,,,30,60,83,51
1433896108069,48.245623,16.4305,162.4,20,1000.52,,,,,30,60,83,51
1433896108274,48.245623,16.4305,162.4,19.9,999.92,,,,,30,59,83,51
1433896108479,48.245623,16.4305,162.4,20,999.85,,,,,30,59,83,51
1433896108686,48.245614,16.4304925,162.2,19.8,999.45,,,,,30,60,83,51
1433896108891,48.245614,16.4304925,162.2,19.9,999.68,,,,,30,60,83,51
1433896109097,48.245614,16.4304925,162.2,19.9,999.39,,,,,30,60,83,51
1433896109303,48.245614,16.4304925,162.2,19.9,999.33,,,,,30,59,83,51
1433896109508,48.245614,16.4304925,162.2,19.8,999.32,,,,,30,59,83,51
1433896109714,48.245606833,16.4304835,162.5,19.9,998.88,,,,,30,59,83,51
1433896109919,48.245606833,16.4304835,162.5,19.8,999.44,,,,,30,59,83,51
1433896110125,48.245606833,16.4304835,162.5,19.9,998.54,,,,,30,59,82,51
1433896110330,48.245606833,16.4304835,162.5,20,998.57,,,,,30,59,82,51
1433896110538,48.245606833,16.4304835,162.5,20.2,998.93,,,,,30,59,83,51
1433896110744,48.245604,16.430475833,162.7,20.3,999.67,,,,,30,59,83,51
1433896110949,48.245604,16.430475833,162.7,20.7,999.97,,,,,30,59,83,51
1433896111155,48.245604,16.430475833,162.7,20.5,1000.87,,,,,30,59,83,51
1433896111361,48.245604,16.430475833,162.7,20.8,1000.37,,,,,30,59,82,50
1433896111567,48.245598333,16.430466333,162.8,20.5,1001.63,,,,,30,59,82,50
1433896111772,48.245598333,16.430466333,162.8,20.1,1001.37,,,,,30,59,82,50
1433896111977,48.245598333,16.430466333,162.8,20.1,1000.63,,,,,30,59,83,49
1433896112183,48.245598333,16.430466333,162.8,20.3,999.73,,,,,29,59,83,49
1433896112389,48.245598333,16.430466333,162.8,20.2,999.89,,,,,29,59,82,49
1433896112595,48.2455885,16.430455667,162.4,20.3,1000.12,,,,,29,59,82,49
1433896112801,48.2455885,16.430455667,162.4,22.5,999.92,,,,,30,59,82,49
1433896113006,48.2455885,16.430455667,162.4,22.7,1006.29,,,,,29,59,82,49
1433896113211,48.2455885,16.430455667,162.4,22.7,1007.13,,,,,29,59,82,49
1433896113415,48.2455885,16.430455667,162.4,22.7,1007.22,,,,,29,59,82,49
1433896113622,48.245568,16.430437333,162.6,22.7,1007.37,,,,,29,59,82,50
1433896113827,48.245568,16.430437333,162.6,22.6,1007.37,,,,,29,59,82,50
1433896114033,48.245568,16.430437333,162.6,22.6,1007.3,,,,,30,59,82,50
1433896114239,48.245568,16.430437333,162.6,22.6,1007.38,,,,,30,59,82,50
1433896114445,48.245568,16.430437333,162.6,22.6,1007.4,,,,,30,59,82,50
1433896114651,48.245552667,16.430426333,162.7,22.6,1007.34,,,,,30,59,82,50
1433896114857,48.245552667,16.430426333,162.7,22.5,1007.33,,,,,29,59,82,50
1433896115062,48.245552667,16.430426333,162.7,22.5,1007.39,,,,,29,59,82,50
1433896115268,48.245552667,16.430426333,162.7,22.5,1007.4,,,,,30,59,82,49
1433896115475,48.245552667,16.430426333,162.7,22.5,1007.39,,,,,29,59,82,49
1433896115681,48.2455425,16.430418,162.7,22.5,1007.44,,,,,30,59,82,49
1433896115887,48.2455425,16.430418,162.7,22.5,1007.44,,,,,30,59,82,50
1433896116092,48.2455425,16.430418,162.7,22.5,1007.38,,,,,30,59,82,50
1433896116298,48.2455425,16.430418,162.7,22.4,1007.41,,,,,30,59,82,50
1433896116503,48.2455425,16.430418,162.7,22.4,1007.43,,,,,30,59,82,50
1433896116711,48.245529,16.430412833,162.6,22.4,1007.51,,,,,30,59,82,50
1433896116918,48.245529,16.430412833,162.6,22.4,1007.4,,,,,29,59,82,50
1433896117125,48.245529,16.430412833,162.6,22.4,1007.41,,,,,29,59,82,50
1433896117331,48.245529,16.430412833,162.6,22.3,1007.43,,,,,30,59,82,50
1433896117537,48.245529,16.430412833,162.6,22.3,1007.32,,,,,29,59,82,50
1433896117743,48.245518167,16.430408,162.6,22.3,1007.38,,,,,30,59,82,51
1433896117949,48.245518167,16.430408,162.6,22.3,1007.38,,,,,30,59,82,51
1433896118155,48.245518167,16.430408,162.6,22.3,1007.37,,,,,30,59,82,51
1433896118361,48.245518167,16.430408,162.6,22.3,1007.36,,,,,30,59,82,51
1433896118568,48.245511,16.430395833,162.8,22.3,1007.35,,,,,30,59,82,51
1433896118775,48.245511,16.430395833,162.8,22.3,1007.42,,,,,30,59,82,51
1433896118981,48.245511,16.430395833,162.8,22.3,1007.47,,,,,30,59,82,51
1433896119187,48.245511,16.430395833,162.8,22.3,1007.47,,,,,30,59,82,51
1433896119392,48.245511,16.430395833,162.8,22.3,1007.37,,,,,30,59,82,51
1433896119598,48.245511,16.430395833,162.8,22.3,1007.41,,,,,30,59,82,51
1433896119804,48.245504333,16.430380333,163,22.2,1007.33,,,,,30,59,82,51
1433896120010,48.245504333,16.430380333,163,22.2,1007.5,,,,,30,59,82,51
1433896120215,48.245504333,16.430380333,163,22.2,1007.44,,,,,30,59,82,51
1433896120421,48.245504333,16.430380333,163,22.2,1007.42,,,,,30,59,82,51
1433896120627,48.245504333,16.430380333,163,22.2,1007.48,,,,,30,59,82,51
1433896120834,48.245488667,16.430368333,163.2,22.2,1007.43,,,,,30,59,82,51
1433896121041,48.245488667,16.430368333,163.2,22.2,1007.46,,,,,30,59,82,51
1433896121246,48.245488667,16.430368333,163.2,22.2,1007.4,,,,,30,59,82,51
1433896121451,48.245488667,16.430368333,163.2,22.2,1007.45,,,,,30,59,82,51
1433896121657,48.245487333,16.430373333,163.1,22.2,1007.47,,,,,30,59,82,51
1433896121862,48.245487333,16.430373333,163.1,22.1,1007.37,,,,,30,59,82,51
1433896122068,48.245487333,16.430373333,163.1,22.1,1007.45,,,,,29,59,82,51
1433896122274,48.245487333,16.430373333,163.1,22.1,1007.39,,,,,29,59,82,51
1433896122481,48.245487333,16.430373333,163.1,22.1,1007.42,,,,,29,59,82,51
1433896122689,48.245476333,16.4303535,163.3,22.1,1007.4,,,,,29,59,82,51
1433896122895,48.245476333,16.4303535,163.3,22.1,1007.4,,,,,30,59,82,51
1433896123101,48.245476333,16.4303535,163.3,22.1,1007.39,,,,,30,59,82,51
1433896123307,48.245476333,16.4303535,163.3,22.1,1007.36,,,,,30,59,82,51
1433896123512,48.245476333,16.4303535,163.3,22.1,1007.37,,,,,29,59,82,51
1433896123718,48.245469,16.430337833,163.9,22.1,1007.37,,,,,30,59,82,51
1433896123924,48.245469,16.430337833,163.9,22.1,1007.42,,,,,30,59,82,51
1433896124130,48.245469,16.430337833,163.9,22.1,1007.48,,,,,30,59,82,51
1433896124335,48.245469,16.430337833,163.9,22.1,1007.52,,,,,30,59,82,51
1433896124541,48.245469,16.430337833,163.9,22.1,1007.55,,,,,30,59,82,51
1433896124747,48.24547,16.430321333,164.3,22.1,1007.45,,,,,30,59,82,51
1433896124953,48.24547,16.430321333,164.3,22.1,1007.54,,,,,30,59,82,51
1433896125159,48.24547,16.430321333,164.3,22,1007.54,,,,,30,59,82,51
1433896125365,48.24547,16.430321333,164.3,22,1007.61,,,,,30,59,82,50
1433896125571,48.24547,16.430321333,164.3,22,1007.65,,,,,30,59,82,50
1433896125777,48.245467667,16.430306333,164.5,22,1007.48,,,,,30,59,82,51
1433896125982,48.245467667,16.430306333,164.5,21.9,1007.49,,,,,30,59,82,50
1433896126186,48.245467667,16.430306333,164.5,21.9,1007.57,,,,,30,59,82,50
1433896126391,48.245467667,16.430306333,164.5,21.9,1007.6,,,,,30,59,82,51
1433896126596,48.245467667,16.430306333,164.5,21.9,1007.49,,,,,30,59,82,51
1433896126802,48.245487,16.430307833,164.3,21.9,1007.57,,,,,30,59,82,50
1433896127008,48.245487,16.430307833,164.3,21.9,1007.46,,,,,30,59,82,50
1433896127213,48.245487,16.430307833,164.3,21.8,1007.54,,,,,30,59,82,50
1433896127420,48.245487,16.430307833,164.3,21.8,1007.59,,,,,30,59,82,50
1433896127625,48.245473667,16.4302815,164.5,21.7,1007.47,,,,,30,59,82,50
1433896127831,48.245473667,16.4302815,164.5,21.7,1007.4,,,,,30,59,82,50
1433896128036,48.245473667,16.4302815,164.5,21.7,1007.39,,,,,30,59,82,50
1433896128242,48.245473667,16.4302815,164.5,21.7,1007.35,,,,,30,59,82,50
1433896128450,48.245473667,16.4302815,164.5,21.7,1007.5,,,,,29,59,82,50
1433896128656,48.2454635,16.430256333,164.2,21.7,1007.46,,,,,30,59,82,50
1433896128862,48.2454635,16.430256333,164.2,21.7,1007.46,,,,,29,59,82,50
1433896129068,48.2454635,16.430256333,164.2,21.7,1007.5,,,,,29,59,82,50
1433896129274,48.2454635,16.430256333,164.2,21.7,1007.53,,,,,29,59,82,50
1433896129480,48.2454635,16.430256333,164.2,21.7,1007.52,,,,,29,58,82,50
1433896129687,48.245454,16.430241667,163.7,21.7,1007.55,,,,,29,59,82,50
1433896129892,48.245454,16.430241667,163.7,21.6,1007.54,,,,,29,58,82,50
1433896130097,48.245454,16.430241667,163.7,21.6,1007.44,,,,,29,58,82,50
1433896130303,48.245454,16.430241667,163.7,21.6,1007.46,,,,,29,58,82,50
1433896130509,48.245454,16.430241667,163.7,21.6,1007.38,,,,,29,58,82,50
1433896130715,48.245432833,16.430228167,163.5,21.6,1007.42,,,,,30,58,82,50
1433896130921,48.245432833,16.430228167,163.5,21.6,1007.45,,,,,29,58,82,50
1433896131127,48.245432833,16.430228167,163.5,21.6,1007.5,,,,,30,58,82,50
1433896131332,48.245432833,16.430228167,163.5,21.6,1007.47,,,,,30,58,82,51
1433896131538,48.245432833,16.430228167,163.5,21.6,1007.44,,,,,30,58,82,50
1433896131744,48.245418,16.430212667,163.9,21.6,1007.32,,,,,30,59,82,50
1433896131949,48.245418,16.430212667,163.9,21.6,1007.34,,,,,30,59,82,51
1433896132156,48.245418,16.430212667,163.9,21.6,1007.44,,,,,30,59,82,51
1433896132361,48.245418,16.430212667,163.9,21.6,1007.43,,,,,30,59,82,51
1433896132567,48.245420167,16.430206167,163.9,21.6,1007.4,,,,,30,59,82,51
1433896132774,48.245420167,16.430206167,163.9,21.6,1007.35,,,,,30,59,82,51
1433896132980,48.245420167,16.430206167,163.9,21.7,1007.3,,,,,30,59,82,51
1433896133185,48.245420167,16.430206167,163.9,21.7,1007.46,,,,,30,59,82,51
1433896133390,48.245420167,16.430206167,163.9,21.7,1007.48,,,,,30,59,82,51
1433896133596,48.245401,16.430187,163.9,21.7,1007.53,,,,,30,59,82,51
1433896133803,48.245401,16.430187,163.9,21.7,1007.5,,,,,30,59,82,51
1433896134008,48.245401,16.430187,163.9,21.7,1007.44,,,,,30,59,82,51
1433896134214,48.245401,16.430187,163.9,21.7,1007.46,,,,,30,59,82,51
1433896134421,48.245401,16.430187,163.9,21.7,1007.55,,,,,30,59,82,51
1433896134627,48.245390333,16.430180333,164,21.7,1007.5,,,,,30,59,82,51
1433896134833,48.245390333,16.430180333,164,21.7,1007.58,,,,,30,59,82,51
1433896135043,48.245390333,16.430180333,164,21.7,1007.56,,,,,30,59,82,51
1433896135250,48.245390333,16.430180333,164,21.7,1007.51,,,,,30,59,82,51
1433896135458,48.245390333,16.430180333,164,21.7,1007.5,,,,,30,59,82,51
1433896135665,48.245377,16.430169,164.1,21.7,1007.52,,,,,30,59,82,51
1433896135871,48.245377,16.430169,164.1,21.7,1007.48,,,,,30,59,82,51
1433896136076,48.245377,16.430169,164.1,21.7,1007.43,,,,,30,59,82,51
1433896136281,48.245377,16.430169,164.1,21.7,1007.48,,,,,30,59,82,50
1433896136487,48.245377,16.430169,164.1,21.5,1007,,,,,30,59,82,50
1433896136694,48.245369833,16.430162667,163.9,21.7,1006.99,,,,,30,59,82,50
1433896136900,48.245369833,16.430162667,163.9,21.7,1007.49,,,,,30,59,82,50
1433896137105,48.245369833,16.430162667,163.9,21.7,1007.35,,,,,30,59,82,50
1433896137312,48.245369833,16.430162667,163.9,21.7,1007.41,,,,,30,59,82,50
1433896137517,48.245369833,16.430162667,163.9,21.4,1007.55,,,,,30,59,82,50
1433896137723,48.245358833,16.4301545,163.9,21.7,1006.52,,,,,30,58,82,50
1433896137929,48.245358833,16.4301545,163.9,21.6,1007.33,,,,,30,59,82,50
1433896138134,48.245358833,16.4301545,163.9,21.4,1007.21,,,,,30,58,82,50
1433896138342,48.245358833,16.4301545,163.9,21.5,1006.6,,,,,30,59,82,50
1433896138548,48.245358833,16.4301545,163.9,21.7,1006.58,,,,,30,58,82,49
1433896138753,48.245351,16.4301475,164,21.7,1007.39,,,,,30,59,82,50
1433896138960,48.245351,16.4301475,164,21.7,1007.41,,,,,29,59,82,50
1433896139165,48.245351,16.4301475,164,21.7,1007.33,,,,,30,59,82,50
1433896139370,48.245351,16.4301475,164,20.9,1007.38,,,,,30,59,82,50
1433896139576,48.245346333,16.430156167,164.1,20.1,1005.08,,,,,30,59,82,50
1433896139782,48.245346333,16.430156167,164.1,20.1,1002.84,,,,,30,59,82,50
1433896139988,48.245346333,16.430156167,164.1,20.5,1002.48,,,,,30,59,82,50
1433896140193,48.245346333,16.430156167,164.1,21.8,1003.39,,,,,30,59,82,50
1433896140399,48.245346333,16.430156167,164.1,21.8,1007.16,,,,,30,59,82,50
1433896140604,48.245320833,16.430146167,164.1,21.6,1007.23,,,,,30,59,82,50
1433896140810,48.245320833,16.430146167,164.1,20,1006.44,,,,,30,59,82,50
1433896141016,48.245320833,16.430146167,164.1,21.5,1002,,,,,30,59,82,50
1433896141221,48.245320833,16.430146167,164.1,21.8,1006.17,,,,,29,58,82,49
1433896141428,48.245320833,16.430146167,164.1,21.8,1007.13,,,,,29,58,81,49
1433896141633,48.245308167,16.430140667,164.4,21.6,1007.19,,,,,29,58,82,49
1433896141840,48.245308167,16.430140667,164.4,20.1,1002.49,,,,,29,58,82,49
1433896142046,48.245308167,16.430140667,164.4,20,1002.5,,,,,30,58,81,49
1433896142252,48.245308167,16.430140667,164.4,20,1002.23,,,,,29,58,82,49
1433896142459,48.245308167,16.430140667,164.4,20.1,1001.91,,,,,29,58,82,49
1433896142666,48.245295,16.430142167,164.6,21.4,1002.11,,,,,29,58,82,49
1433896142871,48.245295,16.430142167,164.6,21.9,1005.25,,,,,29,58,81,49
1433896143077,48.245295,16.430142167,164.6,22,1006.93,,,,,29,58,81,49
1433896143283,48.245295,16.430142167,164.6,21.9,1007.12,,,,,29,58,81,49
1433896143489,48.245295,16.430142167,164.6,21.9,1007,,,,,29,58,81,49
1433896143695,48.245259333,16.430123833,165.3,21.9,1006.93,,,,,29,58,81,49
1433896143900,48.245259333,16.430123833,165.3,21.9,1007.04,,,,,29,58,81,49
1433896144105,48.245259333,16.430123833,165.3,21.8,1006.78,,,,,29,58,81,49
1433896144311,48.245259333,16.430123833,165.3,21.8,1006.71,,,,,29,58,81,49
1433896144517,48.245259333,16.430123833,165.3,21.7,1006.99,,,,,29,58,81,49
1433896144723,48.245238167,16.430124167,165.4,21.6,1006.65,,,,,29,58,81,49
1433896144928,48.245238167,16.430124167,165.4,21.8,1006.84,,,,,29,57,81,49
1433896145134,48.245238167,16.430124167,165.4,21.8,1006.77,,,,,29,57,81,49
1433896145340,48.245238167,16.430124167,165.4,21.9,1006.63,,,,,29,58,81,49
1433896145545,48.245238167,16.430124167,165.4,22,1006.62,,,,,29,57,81,48
1433896145750,48.245220833,16.430131167,165.5,22,1006.91,,,,,29,58,81,49
1433896145955,48.245220833,16.430131167,165.5,22,1006.97,,,,,29,58,81,48
1433896146159,48.245220833,16.430131167,165.5,22,1006.97,,,,,29,58,81,48
1433896146365,48.245220833,16.430131167,165.5,20.9,1004.11,,,,,29,58,81,49
1433896146570,48.245203167,16.430139167,165.6,20.9,1004.13,,,,,29,58,81,49
1433896146776,48.245203167,16.430139167,165.6,21.1,1004.02,,,,,29,58,81,49
1433896146981,48.245203167,16.430139167,165.6,21,1004.37,,,,,30,58,81,49
1433896147187,48.245203167,16.430139167,165.6,21.1,1004.17,,,,,29,58,81,49
1433896147393,48.245203167,16.430139167,165.6,21.2,1004.4,,,,,29,58,81,49
1433896147599,48.245191167,16.430151667,165.8,21.3,1004.32,,,,,29,58,81,49
1433896147804,48.245191167,16.430151667,165.8,21.3,1004.08,,,,,30,58,81,49
1433896148009,48.245191167,16.430151667,165.8,21.2,1004.25,,,,,29,58,81,49
1433896148215,48.245191167,16.430151667,165.8,21.4,1003.67,,,,,30,58,81,49
1433896148421,48.245191167,16.430151667,165.8,21.3,1003.86,,,,,30,58,81,49
1433896148627,48.245181333,16.430164833,166,21.6,1004.34,,,,,30,58,81,49
1433896148832,48.245181333,16.430164833,166,21.5,1004.26,,,,,30,59,81,49
1433896149038,48.245181333,16.430164833,166,21.6,1003.81,,,,,29,59,81,49
1433896149244,48.245181333,16.430164833,166,21.7,1004.27,,,,,30,59,81,49
1433896149449,48.245181333,16.430164833,166,21.8,1004.2,,,,,30,58,81,49
1433896149655,48.245159167,16.430172667,166,21.8,1004.38,,,,,29,59,81,49
1433896149861,48.245159167,16.430172667,166,21.7,1004.46,,,,,30,59,81,49
1433896150066,48.245159167,16.430172667,166,21.9,1004,,,,,29,59,81,49
